date,state,deathIncrease,hospitalizedIncrease,inIcuCurrently,negativeIncrease,onVentilatorCurrently,positiveIncrease
2020-09-18,OH,28,62,223,33761,118,1011
2020-09-18,OK,9,57,223,13131,0,1249
2020-09-18,OR,0,22,32,4151,11,0
2020-09-18,PA,21,0,0,11530,50,760
2020-09-18,RI,3,7,7,2148,6,132
2020-09-18,SC,19,58,217,22945,125,872
2020-09-18,SD,5,15,0,1792,0,389
2020-09-18,TN,32,84,275,36106,124,2357
2020-09-18,TX,123,0,1107,50654,0,3422
2020-09-18,UT,0,43,52,5181,0,1117
2020-09-18,VA,29,56,212,8481,102,1242
2020-09-18,VT,0,0,0,870,0,2
2020-09-18,WA,6,19,0,13219,34,471
2020-09-18,WI,7,47,98,10534,0,2580
2020-09-18,WY,0,4,0,760,0,95
2020-09-17,AK,0,1,0,7191,13,108
2020-09-17,AL,9,137,0,3472,0,670
2020-09-17,AR,9,56,206,9749,72,992
2020-09-17,AZ,38,-4,119,22668,65,1753
2020-09-17,CA,106,0,997,76277,0,3238
2020-09-17,CO,4,39,0,6860,0,459
2020-09-17,CT,1,90,0,13648,0,220
2020-09-17,DC,2,0,22,3030,18,47
2020-09-17,DE,0,0,18,1179,0,84
2020-09-17,FL,147,198,0,23695,0,3273
2020-09-17,GA,55,170,0,23923,0,1847
2020-09-17,GU,2,0,19,370,0,32
2020-09-17,HI,3,13,56,2390,38,102
2020-09-17,IA,14,0,85,5379,36,948
2020-09-17,ID,6,27,54,1440,0,283
2020-09-17,IL,25,0,359,55744,144,2056
2020-09-17,IN,6,64,241,6921,72,837
2020-09-17,KS,0,0,83,0,21,0
2020-09-17,KY,11,49,113,10300,0,606
2020-09-17,LA,17,0,0,8528,106,478
2020-09-17,MA,15,18,64,27225,26,429
2020-09-17,MD,6,49,83,10753,0,631
2020-09-17,ME,0,3,5,9170,0,21
2020-09-17,MI,12,0,152,32290,67,980
2020-09-17,MN,9,31,132,10245,0,909
2020-09-17,MO,18,0,0,12451,0,1747
2020-09-17,MS,24,0,169,0,95,701
2020-09-17,NC,31,0,286,29239,0,1552
2020-09-17,ND,10,17,24,723,0,392
2020-09-17,NE,3,5,0,3441,0,449
2020-09-17,NH,0,2,0,1745,0,34
2020-09-17,NJ,3,39,85,30277,40,636
2020-09-17,NM,4,19,0,7609,0,158
2020-09-17,NV,12,0,150,2703,98,347
2020-09-17,NY,3,0,135,90608,68,896
2020-09-17,OH,25,65,214,27786,127,1067
2020-09-17,OK,6,88,221,11207,0,1034
2020-09-17,OR,2,27,39,3021,15,188
2020-09-17,PA,10,0,0,13144,54,933
2020-09-17,RI,4,6,9,1801,5,130
2020-09-17,SC,26,59,203,5341,123,1324
2020-09-17,SD,1,20,0,1473,0,395
2020-09-17,TN,13,57,294,20590,141,1053
2020-09-17,TX,112,0,1140,39289,0,4047
2020-09-17,UT,0,20,54,5281,0,911
2020-09-17,VA,36,75,225,21164,109,1101
2020-09-17,VT,0,0,0,1060,0,3
2020-09-17,WA,11,34,0,13959,36,482
2020-09-17,WI,2,68,103,9411,0,2134
2020-09-17,WY,3,1,0,1397,0,86
2020-09-16,AK,0,1,0,1390,9,50
2020-09-16,AL,5,186,0,6874,0,927
2020-09-16,AR,147,38,189,-26801,65,862
2020-09-16,AZ,27,25,135,15459,81,698
2020-09-16,CA,164,0,1032,69402,0,2950
2020-09-16,CO,6,26,0,5602,0,587
2020-09-16,CT,2,0,0,3499,0,135
2020-09-16,DC,1,0,24,1905,13,56
2020-09-16,DE,1,0,11,1649,0,97
2020-09-16,FL,154,200,0,12821,0,2288
2020-09-16,GA,21,219,0,22808,0,2223
2020-09-16,GU,1,0,10,475,0,47
2020-09-16,IA,3,0,79,4696,32,803
2020-09-16,ID,4,19,34,1194,0,278
2020-09-16,IL,35,0,345,50370,143,1941
2020-09-16,IN,12,60,237,6581,68,580
2020-09-16,KS,52,44,83,4874,21,971
2020-09-16,KY,8,3,125,20576,0,764
2020-09-16,LA,16,0,0,22614,107,612
2020-09-16,MA,20,16,66,16337,24,306
2020-09-16,MD,6,41,86,9533,0,643
2020-09-16,ME,1,1,5,5675,0,23
2020-09-16,MI,11,0,152,30067,65,773
2020-09-16,MN,6,40,136,4063,0,462
2020-09-16,MO,7,0,0,7440,0,1191
2020-09-16,MS,22,0,168,5709,98,711
2020-09-16,NC,38,0,297,29807,0,1137
2020-09-16,ND,0,17,20,1143,0,265
2020-09-16,NE,1,13,0,1958,0,328
2020-09-16,NH,0,1,0,1241,0,32
2020-09-16,NJ,9,29,100,22273,38,445
2020-09-16,NM,2,10,0,5287,0,118
2020-09-16,NV,12,0,150,2789,97,208
2020-09-16,NY,5,0,138,74435,67,652
2020-09-16,OH,49,79,222,28916,133,1033
2020-09-16,OK,12,48,213,10118,0,970
2020-09-16,OR,8,13,34,3082,11,178
2020-09-16,PA,28,0,0,12847,60,776
2020-09-16,RI,3,12,9,1195,5,108
2020-09-16,SC,34,50,223,5533,136,652
2020-09-16,SD,8,16,0,3262,0,297
2020-09-16,TN,24,74,283,25951,124,1856
2020-09-16,TX,135,0,1139,35561,0,6026
2020-09-16,UT,1,20,54,5412,0,747
2020-09-16,VA,45,52,212,13594,103,845
2020-09-16,VT,0,0,0,347,0,2
2020-09-16,WA,5,35,0,10640,29,511
2020-09-16,WI,8,48,103,10788,0,1502
2020-09-16,WY,0,5,0,96,0,128
2020-09-15,AK,0,3,0,3668,8,43
2020-09-15,AL,32,0,0,4718,0,701
2020-09-15,AR,18,66,180,43119,68,730
2020-09-15,AZ,22,26,138,11156,76,484
2020-09-15,CA,66,0,1044,119746,0,2235
2020-09-15,CO,6,22,0,4576,0,400
2020-09-15,CT,0,0,0,10647,0,136
2020-09-15,DC,0,0,23,4067,11,65
2020-09-15,DE,1,0,20,1455,0,200
2020-09-15,FL,146,281,0,24723,0,2743
2020-09-15,GA,45,271,0,12347,0,1496
2020-09-15,GU,2,0,13,396,0,39
2020-09-15,IA,10,0,74,2575,29,401
2020-09-15,ID,4,8,34,1304,0,253
2020-09-15,IL,18,0,373,37565,144,1466
2020-09-15,IN,21,62,230,6749,68,689
2020-09-15,KS,0,0,50,0,15,0
2020-09-15,KY,9,19,125,9146,0,718
2020-09-15,LA,26,0,0,12288,99,371
2020-09-15,MA,6,20,52,11510,23,313
2020-09-15,MD,10,34,93,7320,0,599
2020-09-15,ME,1,1,5,2697,0,15
2020-09-15,MI,11,0,152,24852,68,682
2020-09-15,MN,5,25,131,4110,0,402
2020-09-15,MO,18,0,0,9228,0,1317
2020-09-15,MS,28,0,177,0,88,505
2020-09-15,MT,2,8,0,3361,0,137
2020-09-15,NC,51,0,297,16515,0,1106
2020-09-15,ND,2,11,18,182,0,232
2020-09-15,NE,1,15,0,2403,0,307
2020-09-15,NH,2,1,0,608,0,34
2020-09-15,NJ,9,38,90,21905,35,489
2020-09-15,NM,7,10,0,5295,0,81
2020-09-15,NV,26,0,154,1439,98,226
2020-09-15,NY,11,0,144,72912,60,766
2020-09-15,OH,87,103,223,35274,126,1001
2020-09-15,OK,7,96,224,25018,0,1091
2020-09-15,OR,2,44,32,2037,13,147
2020-09-15,PA,6,0,0,10675,61,1151
2020-09-15,RI,3,6,9,1724,5,120
2020-09-15,SC,21,54,211,-14526,127,790
2020-09-15,SD,0,24,0,764,0,193
2020-09-15,TN,30,82,291,21621,119,957
2020-09-15,TX,132,0,1151,34041,0,5342
2020-09-15,UT,0,23,50,4847,0,562
2020-09-15,VA,96,44,228,11536,104,943
2020-09-15,VT,0,0,0,414,0,7
2020-09-15,WA,9,29,0,11421,28,138
2020-09-15,WI,11,56,95,10918,0,1441
2020-09-15,WY,0,0,0,693,0,46
2020-09-14,AK,0,3,0,2125,8,75
2020-09-14,AL,4,229,0,3660,0,704
2020-09-14,AR,11,17,175,5791,76,408
2020-09-14,AZ,0,1,168,4314,81,213
2020-09-14,CA,56,0,1040,113318,0,2855
2020-09-14,CO,2,13,0,5852,0,375
2020-09-14,CT,5,0,0,48435,0,569
2020-09-14,DC,0,0,22,1477,8,30
2020-09-14,DE,2,0,18,1120,0,88
2020-09-14,FL,36,77,0,15342,0,1718
2020-09-14,GA,20,25,0,12022,0,1023
2020-09-14,GU,0,0,15,495,0,36
2020-09-14,IA,6,0,75,2805,29,386
2020-09-14,ID,0,8,46,1378,0,112
2020-09-14,IL,5,0,335,34557,131,1373
2020-09-14,IN,1,47,230,7573,74,736
2020-09-14,KS,23,35,50,7938,15,1513
2020-09-14,KY,5,19,119,65486,0,337
2020-09-14,LA,17,0,0,12077,105,492
2020-09-14,MA,9,11,63,11966,17,254
2020-09-14,MD,1,33,90,8482,0,536
2020-09-14,ME,0,0,5,3569,3,40
2020-09-14,MI,10,0,152,50248,82,1229
2020-09-14,MN,3,23,135,9412,0,638
2020-09-14,MO,9,0,0,15175,0,1332
2020-09-14,MS,9,89,171,2869,0,144
2020-09-14,MT,3,6,0,5660,0,86
2020-09-14,NC,8,0,293,17866,0,845
2020-09-14,ND,2,3,19,1370,0,252
2020-09-14,NE,0,2,0,3054,0,227
2020-09-14,NH,0,0,0,1256,0,18
2020-09-14,NJ,4,2,91,21106,41,368
2020-09-14,NM,0,7,0,3393,0,81
2020-09-14,NV,4,0,158,2519,99,277
2020-09-14,NY,4,0,143,62775,59,583
2020-09-14,OH,4,64,224,28347,121,1079
2020-09-14,OK,0,15,186,0,0,869
2020-09-14,OR,4,0,43,2335,19,181
2020-09-14,PA,32,0,0,20609,59,1182
2020-09-14,RI,0,0,7,682,4,32
2020-09-14,SC,13,22,203,15794,123,816
2020-09-14,SD,0,6,0,1020,0,163
2020-09-14,TN,19,56,262,34252,131,2450
2020-09-14,TX,21,0,1165,5741,0,3970
2020-09-14,UT,3,12,54,2386,0,563
2020-09-14,VA,19,49,220,12334,110,757
2020-09-14,VT,0,0,0,746,0,11
2020-09-14,WA,15,17,0,9070,26,239
2020-09-14,WI,0,18,98,3149,0,818
2020-09-14,WY,4,2,0,2523,0,46
2020-09-13,AK,0,1,0,1523,8,61
2020-09-13,AL,1,0,0,5709,0,1109
2020-09-13,AR,12,41,160,1559,83,509
2020-09-13,AZ,7,0,171,7024,87,384
2020-09-13,CA,78,0,1056,128424,0,4625
2020-09-13,CO,0,4,0,6625,0,417
2020-09-13,CT,0,0,0,0,0,0
2020-09-13,DC,0,0,23,3164,11,40
2020-09-13,DE,2,0,17,1588,0,123
2020-09-13,FL,8,82,0,19827,0,2395
2020-09-13,GA,46,42,0,-9378,0,1409
2020-09-13,GU,1,0,11,0,0,0
2020-09-13,IA,1,0,79,3771,28,784
2020-09-13,ID,3,27,46,1296,0,217
2020-09-13,IL,14,0,328,45428,136,1462
2020-09-13,IN,1,39,219,30761,72,1243
2020-09-13,KS,0,0,40,0,10,0
2020-09-13,KY,3,0,148,0,0,530
2020-09-13,LA,33,0,0,27696,107,1281
2020-09-13,MA,14,5,61,11835,21,286
2020-09-13,MD,2,55,89,10816,0,577
2020-09-13,ME,1,0,6,5136,3,29
2020-09-13,MI,0,0,172,0,77,0
2020-09-13,MN,13,32,136,10060,0,723
2020-09-13,MO,1,0,0,13714,0,1613
2020-09-13,MS,12,0,179,0,0,254
2020-09-13,MT,2,4,0,1300,0,96
2020-09-13,NC,5,0,270,33780,0,1196
2020-09-13,ND,1,9,18,1599,0,429
2020-09-13,NE,0,6,0,3063,0,267
2020-09-13,NH,1,0,0,1474,0,44
2020-09-13,NJ,5,13,98,26998,37,324
2020-09-13,NM,2,4,0,5775,0,100
2020-09-13,NV,3,0,165,3856,102,317
2020-09-13,NY,6,0,131,71943,54,725
2020-09-13,OH,4,30,215,25982,126,837
2020-09-13,OK,6,27,186,0,0,695
2020-09-13,OR,6,0,43,4074,19,291
2020-09-13,PA,0,0,0,0,60,76
2020-09-13,RI,3,5,7,1248,4,99
2020-09-13,SC,24,24,205,15105,130,1886
2020-09-13,SD,1,13,0,1146,0,201
2020-09-13,TN,14,31,261,12482,122,933
2020-09-13,TX,47,0,1140,13132,0,1845
2020-09-13,UT,0,15,52,3114,0,628
2020-09-13,VA,2,26,232,15254,119,874
2020-09-13,VT,0,0,0,894,0,7
2020-09-13,WA,0,33,0,13073,29,478
2020-09-13,WI,1,23,93,6153,0,1624
2020-09-13,WY,0,-59,0,0,0,49
2020-09-12,AK,1,1,0,4940,8,103
2020-09-12,AL,17,0,0,4504,0,943
2020-09-12,AR,16,0,170,20915,76,727
2020-09-12,AZ,27,26,185,8700,93,605
2020-09-12,CA,162,0,1120,101200,0,4107
2020-09-12,CO,3,15,0,6846,0,415
2020-09-12,CT,0,0,0,0,0,0
2020-09-12,DC,0,0,24,5942,12,59
2020-09-12,DE,0,0,15,2627,0,260
2020-09-12,FL,98,193,0,21734,0,3168
2020-09-12,GA,41,164,0,49728,0,2124
2020-09-12,GU,2,0,11,322,0,28
2020-09-12,IA,6,0,90,4720,35,573
2020-09-12,ID,5,18,46,1461,0,333
2020-09-12,IL,22,0,344,54473,170,2121
2020-09-12,IN,17,59,234,22820,70,1056
2020-09-12,KS,0,0,40,0,10,0
2020-09-12,KY,13,24,148,28821,0,711
2020-09-12,LA,0,0,0,0,117,0
2020-09-12,MA,16,15,64,17878,25,554
2020-09-12,MD,8,40,85,10767,0,809
2020-09-12,ME,1,-1,6,4953,4,42
2020-09-12,MI,11,0,172,37017,77,807
2020-09-12,MN,9,36,140,9090,0,872
2020-09-12,MO,3,0,0,14827,0,1974
2020-09-12,MS,15,0,179,3715,0,445
2020-09-12,MT,2,3,0,3930,0,140
2020-09-12,NC,24,0,287,21024,0,1454
2020-09-12,ND,7,4,18,1038,0,466
2020-09-12,NE,4,12,0,3074,0,468
2020-09-12,NH,1,1,0,1701,0,32
2020-09-12,NJ,4,32,84,0,35,504
2020-09-12,NM,3,16,0,5122,0,98
2020-09-12,NV,10,0,165,4206,102,414
2020-09-12,NY,2,0,127,102076,51,849
2020-09-12,OH,8,48,216,46556,127,1242
2020-09-12,OK,11,55,186,13067,0,1017
2020-09-12,OR,2,13,43,8540,19,211
2020-09-12,PA,0,0,0,11972,63,920
2020-09-12,RI,1,19,8,3019,4,94
2020-09-12,SC,12,49,220,9464,131,932
2020-09-12,SD,6,14,0,1326,0,320
2020-09-12,TN,39,55,299,21323,137,1032
2020-09-12,TX,146,0,1174,31882,0,4233
2020-09-12,UT,2,23,48,4498,0,572
2020-09-12,VA,11,63,228,14763,113,1300
2020-09-12,VT,0,0,0,984,0,9
2020-09-12,WA,0,30,0,15949,19,475
2020-09-12,WI,12,46,94,10271,0,1430
2020-09-12,WY,0,60,0,0,0,33
2020-09-11,AK,1,0,0,1420,7,89
2020-09-11,AL,32,188,0,4046,0,1138
2020-09-11,AR,13,72,0,0,76,1180
2020-09-11,AZ,15,136,171,6169,100,521
2020-09-11,CA,111,0,1172,58343,0,3326
2020-09-11,CO,6,22,0,5238,0,307
2020-09-11,CT,2,0,0,21291,0,233
2020-09-11,DC,0,0,25,2167,8,81
2020-09-11,DE,0,0,14,0,0,0
2020-09-11,FL,176,215,0,22847,0,3604
2020-09-11,GA,42,101,0,14067,0,1658
2020-09-11,GU,2,0,13,378,0,17
2020-09-11,IA,4,0,83,5000,36,728
2020-09-11,ID,1,15,51,1345,0,307
2020-09-11,IL,44,0,359,54516,155,2312
2020-09-11,IN,10,60,225,17701,68,1262
2020-09-11,KS,16,67,40,6540,10,976
2020-09-11,KY,9,27,124,15267,0,932
2020-09-11,LA,41,0,0,26479,117,755
2020-09-11,MA,14,10,60,18963,22,440
2020-09-11,MD,4,50,89,8503,0,646
2020-09-11,ME,0,1,6,6067,5,32
2020-09-11,MI,6,0,172,34933,77,1405
2020-09-11,MN,13,33,139,6592,0,467
2020-09-11,MO,10,0,0,11079,113,1569
2020-09-11,MS,14,0,182,4288,0,853
2020-09-11,MT,8,6,0,1183,0,122
2020-09-11,NC,33,0,292,35283,0,1532
2020-09-11,ND,0,6,22,543,0,241
2020-09-11,NE,9,11,0,3038,0,456
2020-09-11,NH,0,1,0,1585,0,47
2020-09-11,NJ,9,30,81,26658,36,524
2020-09-11,NM,2,9,0,4917,0,134
2020-09-11,NV,10,0,165,5703,102,260
2020-09-11,NY,5,0,120,88842,54,880
2020-09-11,OH,49,72,222,27622,131,1240
2020-09-11,OK,12,51,208,12099,0,942
2020-09-11,OR,3,7,40,2728,20,183
2020-09-11,PA,17,0,0,12679,64,1008
2020-09-11,RI,4,9,8,1587,3,123
2020-09-11,SC,53,58,220,9563,131,2454
2020-09-11,SD,0,18,0,1430,0,283
2020-09-11,TN,37,75,305,25717,141,1622
2020-09-11,TX,144,0,1198,32679,0,3547
2020-09-11,UT,1,15,48,4080,0,656
2020-09-11,VA,3,70,249,16470,120,1115
2020-09-11,VT,0,0,0,1231,0,8
2020-09-11,WA,6,25,0,16217,19,536
2020-09-11,WI,4,41,97,8586,0,1443
2020-09-11,WY,0,3,0,991,0,65
2020-09-10,AK,0,2,0,1026,10,114
2020-09-10,AL,16,0,0,6191,0,1148
2020-09-10,AR,12,32,0,12402,79,548
2020-09-10,AZ,22,18,204,3076,120,461
2020-09-10,CA,137,0,1184,42856,0,3338
2020-09-10,CO,2,13,0,4065,0,265
2020-09-10,CT,4,82,0,16391,0,222
2020-09-10,DC,1,0,20,1503,9,25
2020-09-10,DE,4,0,14,2570,0,158
2020-09-10,FL,213,294,0,16428,0,2537
2020-09-10,GA,76,217,0,12979,0,1836
2020-09-10,GU,0,0,13,435,0,88
2020-09-10,IA,13,0,85,5392,34,902
2020-09-10,ID,17,34,51,1301,0,329
2020-09-10,IL,28,0,346,47029,141,1953
2020-09-10,IN,13,63,239,5365,68,758
2020-09-10,KS,0,0,92,0,41,0
2020-09-10,KY,22,58,133,5406,0,795
2020-09-10,LA,21,0,0,10093,125,464
2020-09-10,MA,20,14,59,17526,21,403
2020-09-10,MD,8,34,92,7702,0,503
2020-09-10,ME,0,2,7,4158,3,26
2020-09-10,MI,7,0,172,32188,75,983
2020-09-10,MN,15,38,138,927,0,381
2020-09-10,MO,18,0,0,11899,113,1116
2020-09-10,MS,33,0,177,3083,101,517
2020-09-10,MT,1,3,0,2008,0,195
2020-09-10,NC,32,0,291,30504,0,1222
2020-09-10,ND,3,13,21,1000,0,335
2020-09-10,NE,15,19,0,4529,0,440
2020-09-10,NH,1,1,0,2617,0,79
2020-09-10,NJ,5,34,62,22081,36,490
2020-09-10,NM,3,19,0,3737,0,161
2020-09-10,NV,17,0,175,2157,112,288
2020-09-10,NY,7,0,120,76056,55,757
2020-09-10,OH,30,81,231,18666,137,1121
2020-09-10,OK,13,65,195,7403,0,771
2020-09-10,OR,8,9,31,2462,18,116
2020-09-10,PA,15,0,0,13709,60,587
2020-09-10,RI,5,7,5,2193,3,106
2020-09-10,SC,33,59,219,14761,127,379
2020-09-10,SD,4,11,0,1098,0,263
2020-09-10,TN,57,105,309,23888,154,1650
2020-09-10,TX,161,0,1267,31733,0,4018
2020-09-10,UT,3,10,48,3770,0,346
2020-09-10,VA,11,77,255,15222,134,1236
2020-09-10,VT,0,0,0,516,0,3
2020-09-10,WA,7,27,0,13626,29,564
2020-09-10,WI,10,49,93,7275,0,1592
2020-09-10,WY,0,3,0,416,0,48
2020-09-09,AK,0,3,0,216,10,65
2020-09-09,AL,8,202,0,5193,0,811
2020-09-09,AR,11,50,0,0,82,498
2020-09-09,AZ,30,71,203,2102,111,496
2020-09-09,CA,83,0,1233,74233,0,1616
2020-09-09,CO,4,12,0,2865,0,246
2020-09-09,CT,0,0,0,5871,0,89
2020-09-09,DC,4,0,21,1037,11,25
2020-09-09,DE,0,0,12,0,0,0
2020-09-09,FL,202,324,0,12319,0,2006
2020-09-09,GA,58,256,0,14016,0,1937
2020-09-09,GU,2,0,13,638,0,45
2020-09-09,IA,14,0,83,2234,37,364
2020-09-09,ID,4,34,35,1056,0,240
2020-09-09,IL,28,0,357,46692,133,1337
2020-09-09,IN,17,61,229,6450,70,705
2020-09-09,KS,10,29,92,4232,41,496
2020-09-09,KY,16,47,153,6982,0,658
2020-09-09,LA,22,0,0,30047,123,1561
2020-09-09,MA,5,19,49,11168,21,181
2020-09-09,MD,9,36,95,4588,0,336
2020-09-09,ME,0,0,7,6998,3,21
2020-09-09,MI,76,0,158,22232,70,961
2020-09-09,MN,7,32,137,2063,0,260
2020-09-09,MO,12,0,0,8317,113,1362
2020-09-09,MS,38,0,185,2751,111,426
2020-09-09,MT,3,7,0,2283,0,87
2020-09-09,NC,49,0,296,19239,0,897
2020-09-09,ND,0,7,18,592,0,236
2020-09-09,NE,2,10,0,6547,0,502
2020-09-09,NH,0,0,0,0,0,0
2020-09-09,NJ,8,42,63,20080,31,391
2020-09-09,NM,6,17,0,3341,0,87
2020-09-09,NV,19,0,164,668,110,154
2020-09-09,NY,3,0,121,62654,59,576
2020-09-09,OH,26,116,230,20046,141,973
2020-09-09,OK,9,116,202,27521,0,876
2020-09-09,OR,4,45,44,3168,21,165
2020-09-09,PA,14,0,0,10923,60,931
2020-09-09,RI,3,15,4,7491,3,84
2020-09-09,SC,30,54,224,2863,133,305
2020-09-09,SD,0,15,0,1035,0,168
2020-09-09,TN,35,89,328,15678,145,833
2020-09-09,TX,139,0,1347,38448,0,4000
2020-09-09,UT,3,21,45,2636,0,314
2020-09-09,VA,11,76,252,9378,121,882
2020-09-09,VT,0,0,0,379,0,5
2020-09-09,WA,25,106,0,20076,34,219
2020-09-09,WI,15,55,86,8014,0,913
2020-09-09,WY,0,2,0,3318,0,48
2020-09-08,AK,0,5,0,3002,8,33
2020-09-08,AL,1,223,0,3767,0,633
2020-09-08,AR,9,38,0,10440,84,477
2020-09-08,AZ,2,-3,212,3121,112,81
2020-09-08,CA,32,0,1217,106980,0,2676
2020-09-08,CO,0,19,0,2735,0,187
2020-09-08,CT,6,0,0,48812,0,417
2020-09-08,DC,0,0,21,2836,7,47
2020-09-08,DE,0,0,12,1309,0,59
2020-09-08,FL,44,114,0,13366,0,1797
2020-09-08,GA,26,51,0,21442,0,1543
2020-09-08,GU,1,0,14,629,0,42
2020-09-08,IA,12,0,92,2676,37,455
2020-09-08,ID,0,2,35,975,0,74
2020-09-08,IL,7,0,343,29971,133,1392
2020-09-08,IN,12,57,246,3905,65,386
2020-09-08,KS,0,0,51,0,25,0
2020-09-08,KY,1,2,130,1162,0,255
2020-09-08,LA,13,0,0,3869,131,256
2020-09-08,MA,8,11,47,9271,24,171
2020-09-08,MD,3,33,102,5053,0,356
2020-09-08,ME,0,2,6,2662,2,12
2020-09-08,MI,1,0,158,16907,76,499
2020-09-08,MN,2,17,135,3812,0,383
2020-09-08,MO,2,0,0,6072,113,773
2020-09-08,MS,0,84,186,8161,111,249
2020-09-08,MT,1,4,0,1590,0,65
2020-09-08,NC,12,0,262,9679,0,716
2020-09-08,ND,0,2,19,160,0,74
2020-09-08,NE,0,11,0,750,0,89
2020-09-08,NH,0,0,0,646,0,18
2020-09-08,NJ,5,10,82,15941,33,308
2020-09-08,NM,0,7,0,4389,0,37
2020-09-08,NV,0,0,170,1273,107,137
2020-09-08,NY,6,0,114,57269,52,557
2020-09-08,OH,22,80,238,22875,132,656
2020-09-08,OK,1,24,208,0,0,833
2020-09-08,OR,1,0,45,2595,23,146
2020-09-08,PA,11,0,0,6339,63,496
2020-09-08,RI,0,0,5,390,3,20
2020-09-08,SC,5,11,213,4140,118,301
2020-09-08,SD,0,10,0,490,0,103
2020-09-08,TN,27,43,301,5565,138,645
2020-09-08,TX,61,0,1322,11514,0,1421
2020-09-08,UT,1,17,41,2228,0,326
2020-09-08,VA,2,30,240,6810,118,836
2020-09-08,VT,0,0,0,672,0,2
2020-09-08,WA,0,0,0,0,37,163
2020-09-08,WI,0,29,88,3366,0,749
2020-09-08,WY,0,0,0,3054,0,71
2020-09-07,AK,0,4,0,1530,8,34
2020-09-07,AL,0,0,0,3028,0,659
2020-09-07,AR,14,24,0,5812,74,1054
2020-09-07,AZ,-2,-2,221,4181,119,198
2020-09-07,CA,17,0,1244,108010,0,3091
2020-09-07,CO,1,4,0,5645,0,213
2020-09-07,CT,0,0,0,0,0,0
2020-09-07,DC,0,0,23,2169,10,36
2020-09-07,DE,0,0,14,1613,0,206
2020-09-07,FL,22,60,0,15076,0,1812
2020-09-07,GA,7,15,0,8665,0,608
2020-09-07,GU,2,0,14,0,0,0
2020-09-07,IA,3,0,99,2516,35,393
2020-09-07,ID,1,0,50,827,0,190
2020-09-07,IL,8,0,352,27594,137,1381
2020-09-07,IN,4,45,236,7114,63,590
2020-09-07,KS,4,26,51,7787,25,1694
2020-09-07,KY,0,15,130,-3186,0,290
2020-09-07,LA,12,0,0,4676,124,309
2020-09-07,MA,8,7,56,9648,20,229
2020-09-07,MD,5,30,109,11101,0,764
2020-09-07,ME,0,3,3,3159,2,19
2020-09-07,MI,4,0,158,42464,71,1212
2020-09-07,MN,3,24,136,8744,0,638
2020-09-07,MO,1,0,0,7636,113,906
2020-09-07,MS,1,0,186,0,111,242
2020-09-07,MT,1,12,0,5047,0,52
2020-09-07,NC,7,0,248,15614,0,1018
2020-09-07,ND,0,4,19,729,0,169
2020-09-07,NE,0,3,0,552,0,81
2020-09-07,NH,0,0,0,1608,0,29
2020-09-07,NJ,2,6,79,51889,29,360
2020-09-07,NM,4,9,0,3374,0,37
2020-09-07,NV,4,0,184,2803,114,357
2020-09-07,NY,2,0,115,58345,57,520
2020-09-07,OH,17,46,244,21001,135,778
2020-09-07,OK,0,8,208,0,0,613
2020-09-07,OR,1,0,45,5130,23,188
2020-09-07,PA,20,0,0,9079,57,547
2020-09-07,RI,1,2,5,1768,3,53
2020-09-07,SC,20,27,208,7830,129,655
2020-09-07,SD,0,5,0,801,0,191
2020-09-07,TN,4,16,296,12599,130,983
2020-09-07,TX,20,0,1322,11438,0,2060
2020-09-07,UT,1,18,49,2509,0,373
2020-09-07,VA,6,21,249,11369,119,645
2020-09-07,VT,0,0,0,1843,0,4
2020-09-07,WA,0,18,0,12177,37,304
2020-09-07,WI,0,19,91,4899,0,575
2020-09-07,WY,0,0,0,0,0,0
2020-09-06,AK,0,0,0,1960,7,95
2020-09-06,AL,1,0,0,5824,0,511
2020-09-06,AR,12,6,0,0,78,0
2020-09-06,AZ,14,7,229,5993,121,250
2020-09-06,CA,66,0,1201,125963,0,4905
2020-09-06,CO,1,4,0,5604,0,285
2020-09-06,CT,0,0,0,0,0,0
2020-09-06,DC,0,0,24,3605,10,41
2020-09-06,DE,1,0,13,2000,0,151
2020-09-06,FL,38,114,0,18399,0,2513
2020-09-06,GA,60,22,0,17188,0,1651
2020-09-06,GU,1,0,14,0,0,0
2020-09-06,IA,4,0,91,3777,37,649
2020-09-06,ID,2,5,50,1246,0,281
2020-09-06,IL,5,0,356,45093,134,1403
2020-09-06,IN,2,47,232,8947,70,843
2020-09-06,KS,0,0,101,0,36,0
2020-09-06,KY,3,0,128,0,0,310
2020-09-06,LA,58,0,0,25205,119,1395
2020-09-06,MA,9,3,52,17361,22,366
2020-09-06,MD,3,57,96,8357,0,512
2020-09-06,ME,0,0,2,4864,2,15
2020-09-06,MI,0,0,158,0,71,0
2020-09-06,MN,6,43,143,9786,0,707
2020-09-06,MO,19,0,0,6310,113,1232
2020-09-06,MS,15,0,186,0,111,410
2020-09-06,MT,1,9,0,876,0,100
2020-09-06,NC,1,0,250,30993,0,1086
2020-09-06,ND,1,2,18,1203,0,298
2020-09-06,NE,0,5,0,1160,0,144
2020-09-06,NH,1,1,0,1894,0,23
2020-09-06,NJ,4,6,74,36949,35,351
2020-09-06,NM,3,15,0,3966,0,59
2020-09-06,NV,1,0,184,5970,114,508
2020-09-06,NY,9,0,119,84901,56,729
2020-09-06,OH,3,33,252,25552,134,773
2020-09-06,OK,3,0,208,0,0,420
